AIRPORT,Year,Month,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Date
PERTH,2011,4,128507,145585,274092,2011-04-01T00:00:00
PERTH,2011,5,126487,127062,253549,2011-05-01T00:00:00
PERTH,2011,6,122825,142806,265631,2011-06-01T00:00:00
PERTH,2011,7,161562,144998,306560,2011-07-01T00:00:00
PERTH,2011,8,139530,127583,267113,2011-08-01T00:00:00
PERTH,2011,9,140559,144486,285045,2011-09-01T00:00:00
PERTH,2011,10,165756,135565,301321,2011-10-01T00:00:00
PERTH,2011,11,137757,132561,270318,2011-11-01T00:00:00
PERTH,2011,12,136199,175818,312017,2011-12-01T00:00:00
PERTH,2012,1,188945,147847,336792,2012-01-01T00:00:00
PERTH,2012,2,144942,116154,261096,2012-02-01T00:00:00
PERTH,2012,3,139493,142470,281963,2012-03-01T00:00:00
PERTH,2012,4,146446,153732,300178,2012-04-01T00:00:00
PERTH,2012,5,123171,135126,258297,2012-05-01T00:00:00
PERTH,2012,6,134790,154268,289058,2012-06-01T00:00:00
PERTH,2012,7,173443,149645,323088,2012-07-01T00:00:00
PERTH,2012,8,144289,142521,286810,2012-08-01T00:00:00
PERTH,2012,9,155108,155652,310760,2012-09-01T00:00:00
PERTH,2012,10,183232,146786,330018,2012-10-01T00:00:00
PERTH,2012,11,147270,146048,293318,2012-11-01T00:00:00
PERTH,2012,12,150447,196943,347390,2012-12-01T00:00:00
PERTH,2013,1,208925,159037,367962,2013-01-01T00:00:00
PERTH,2013,2,152007,126370,278377,2013-02-01T00:00:00
PERTH,2013,3,151995,151384,303379,2013-03-01T00:00:00
PERTH,2013,4,143640,162889,306529,2013-04-01T00:00:00
PERTH,2013,5,144424,147124,291548,2013-05-01T00:00:00
PERTH,2013,6,141523,160898,302421,2013-06-01T00:00:00
PERTH,2013,7,187095,169847,356942,2013-07-01T00:00:00
PERTH,2013,8,161495,159005,320500,2013-08-01T00:00:00
PERTH,2013,9,166260,169413,335673,2013-09-01T00:00:00
PERTH,2013,10,196425,152043,348468,2013-10-01T00:00:00
PERTH,2013,11,156917,153245,310162,2013-11-01T00:00:00
PERTH,2013,12,170531,227348,397879,2013-12-01T00:00:00
PERTH,2014,1,244756,188565,433321,2014-01-01T00:00:00
PERTH,2014,2,165809,138879,304688,2014-02-01T00:00:00
PERTH,2014,3,157118,158112,315230,2014-03-01T00:00:00
PERTH,2014,4,174325,184451,358776,2014-04-01T00:00:00
PERTH,2014,5,142723,158400,301123,2014-05-01T00:00:00
PERTH,2014,6,145966,170833,316799,2014-06-01T00:00:00
PERTH,2014,7,205965,178812,384777,2014-07-01T00:00:00
PERTH,2014,8,163905,166519,330424,2014-08-01T00:00:00
PERTH,2014,9,179961,181406,361367,2014-09-01T00:00:00
PERTH,2014,10,204204,158932,363136,2014-10-01T00:00:00
PERTH,2014,11,158386,156950,315336,2014-11-01T00:00:00
PERTH,2014,12,173480,221950,395430,2014-12-01T00:00:00
PERTH,2015,1,238626,184382,423008,2015-01-01T00:00:00
PERTH,2015,2,169685,144653,314338,2015-02-01T00:00:00
PERTH,2015,3,160418,167454,327872,2015-03-01T00:00:00
PERTH,2015,4,168302,173956,342258,2015-04-01T00:00:00
PERTH,2015,5,143271,158138,301409,2015-05-01T00:00:00
PERTH,2015,6,147906,177716,325622,2015-06-01T00:00:00
PERTH,2015,7,204453,182039,386492,2015-07-01T00:00:00
PERTH,2015,8,168066,167076,335142,2015-08-01T00:00:00
PERTH,2015,9,175801,178626,354427,2015-09-01T00:00:00
PERTH,2015,10,201257,159865,361122,2015-10-01T00:00:00
PERTH,2015,11,161118,156852,317970,2015-11-01T00:00:00
PERTH,2015,12,177833,225340,403173,2015-12-01T00:00:00
PERTH,2016,1,239957,194026,433983,2016-01-01T00:00:00
PERTH,2016,2,183022,150969,333991,2016-02-01T00:00:00
PERTH,2016,3,169100,174373,343473,2016-03-01T00:00:00
PERTH,2016,4,172768,180423,353191,2016-04-01T00:00:00
PERTH,2016,5,149078,158887,307965,2016-05-01T00:00:00
PERTH,2016,6,153342,186840,340182,2016-06-01T00:00:00
PERTH,2016,7,217460,185918,403378,2016-07-01T00:00:00
PERTH,2016,8,172310,168899,341209,2016-08-01T00:00:00
PERTH,2016,9,187478,191734,379212,2016-09-01T00:00:00
PERTH,2016,10,212243,166592,378835,2016-10-01T00:00:00
PERTH,2016,11,168867,172050,340917,2016-11-01T00:00:00
PERTH,2016,12,188630,234209,422839,2016-12-01T00:00:00
PERTH,2017,1,239999,196653,436652,2017-01-01T00:00:00
PERTH,2017,2,181235,146779,328014,2017-02-01T00:00:00
PERTH,2017,3,168813,174935,343748,2017-03-01T00:00:00
PERTH,2017,4,185833,193652,379485,2017-04-01T00:00:00
PERTH,2017,5,155396,165738,321134,2017-05-01T00:00:00
PERTH,2017,6,158255,190155,348410,2017-06-01T00:00:00
PERTH,2017,7,211701,182304,394005,2017-07-01T00:00:00
PERTH,2017,8,174162,171298,345460,2017-08-01T00:00:00
PERTH,2017,9,183141,189091,372232,2017-09-01T00:00:00
PERTH,2017,10,209573,167158,376731,2017-10-01T00:00:00
PERTH,2017,11,166263,164421,330684,2017-11-01T00:00:00
PERTH,2017,12,183881,225031,408912,2017-12-01T00:00:00
PERTH,2018,1,230724,190208,420932,2018-01-01T00:00:00
PERTH,2018,2,173590,147109,320699,2018-02-01T00:00:00
PERTH,2018,3,172623,178886,351509,2018-03-01T00:00:00
PERTH,2018,4,171396,184847,356243,2018-04-01T00:00:00
PERTH,2018,5,156686,164906,321592,2018-05-01T00:00:00
PERTH,2018,6,160492,195155,355647,2018-06-01T00:00:00
PERTH,2018,7,216000,180045,396045,2018-07-01T00:00:00
PERTH,2018,8,178516,178586,357102,2018-08-01T00:00:00
PERTH,2018,9,182920,187834,370754,2018-09-01T00:00:00
PERTH,2018,10,199858,160469,360327,2018-10-01T00:00:00
PERTH,2018,11,168215,169049,337264,2018-11-01T00:00:00
PERTH,2018,12,187566,230291,417857,2018-12-01T00:00:00
PERTH,2019,1,230405,191656,422061,2019-01-01T00:00:00
PERTH,2019,2,177469,147449,324918,2019-02-01T00:00:00
PERTH,2019,3,163843,169358,333201,2019-03-01T00:00:00
PERTH,2019,4,171753,185698,357451,2019-04-01T00:00:00
PERTH,2019,5,158107,163144,321251,2019-05-01T00:00:00
PERTH,2019,6,155018,180664,335682,2019-06-01T00:00:00
PERTH,2019,7,203301,180135,383436,2019-07-01T00:00:00
PERTH,2019,8,180370,178650,359020,2019-08-01T00:00:00
PERTH,2019,9,180961,185024,365985,2019-09-01T00:00:00
PERTH,2019,10,205797,171561,377358,2019-10-01T00:00:00
PERTH,2019,11,180935,176849,357784,2019-11-01T00:00:00
PERTH,2019,12,190795,234238,425033,2019-12-01T00:00:00
PERTH,2020,1,238157,204575,442732,2020-01-01T00:00:00
PERTH,2020,2,169482,135267,304749,2020-02-01T00:00:00
PERTH,2020,3,93680,84820,178500,2020-03-01T00:00:00
PERTH,2020,4,1696,5422,7118,2020-04-01T00:00:00
PERTH,2020,5,1141,2285,3426,2020-05-01T00:00:00
PERTH,2020,6,1652,2469,4121,2020-06-01T00:00:00
PERTH,2020,7,2702,3866,6568,2020-07-01T00:00:00
PERTH,2020,8,2038,4142,6180,2020-08-01T00:00:00
PERTH,2020,9,2038,2786,4824,2020-09-01T00:00:00
PERTH,2020,10,3497,3203,6700,2020-10-01T00:00:00
PERTH,2020,11,3648,2905,6553,2020-11-01T00:00:00
PERTH,2020,12,4096,3393,7489,2020-12-01T00:00:00
PERTH,2021,1,2997,2688,5685,2021-01-01T00:00:00
PERTH,2021,2,2249,2109,4358,2021-02-01T00:00:00
PERTH,2021,3,3573,2357,5930,2021-03-01T00:00:00
PERTH,2021,4,4569,3900,8469,2021-04-01T00:00:00
PERTH,2021,5,5451,6428,11879,2021-05-01T00:00:00
PERTH,2021,6,6887,6448,13335,2021-06-01T00:00:00
PERTH,2021,7,6570,7980,14550,2021-07-01T00:00:00
PERTH,2021,8,2894,2954,5848,2021-08-01T00:00:00
PERTH,2021,9,1316,2728,4044,2021-09-01T00:00:00
PERTH,2021,10,1436,3048,4484,2021-10-01T00:00:00
PERTH,2021,11,1295,4178,5473,2021-11-01T00:00:00
PERTH,2021,12,1660,4936,6596,2021-12-01T00:00:00
PERTH,2022,1,916,5815,6731,2022-01-01T00:00:00
PERTH,2022,2,1334,6318,7652,2022-02-01T00:00:00
PERTH,2022,3,26166,19622,45788,2022-03-01T00:00:00
PERTH,2022,4,49607,50958,100565,2022-04-01T00:00:00
PERTH,2022,5,56675,62118,118793,2022-05-01T00:00:00
PERTH,2022,6,71995,88871,160866,2022-06-01T00:00:00
PERTH,2022,7,106979,99663,206642,2022-07-01T00:00:00
PERTH,2022,8,108969,97490,206459,2022-08-01T00:00:00
PERTH,2022,9,115510,109928,225438,2022-09-01T00:00:00
PERTH,2022,10,128126,104582,232708,2022-10-01T00:00:00
PERTH,2022,11,131657,129121,260778,2022-11-01T00:00:00
PERTH,2022,12,132960,165623,298583,2022-12-01T00:00:00
PERTH,2023,1,177450,145653,323103,2023-01-01T00:00:00
PERTH,2023,2,156832,116727,273559,2023-02-01T00:00:00
PERTH,2023,3,151270,150223,301493,2023-03-01T00:00:00
PERTH,2023,4,146858,155633,302491,2023-04-01T00:00:00
PERTH,2023,5,142937,152065,295002,2023-05-01T00:00:00
PERTH,2023,6,144937,167385,312322,2023-06-01T00:00:00
PERTH,2023,7,180536,159180,339716,2023-07-01T00:00:00
PERTH,2023,8,172116,161123,333239,2023-08-01T00:00:00
PERTH,2023,9,172558,172998,345556,2023-09-01T00:00:00
PERTH,2023,10,186428,154767,341195,2023-10-01T00:00:00
PERTH,2023,11,168455,169862,338317,2023-11-01T00:00:00
PERTH,2023,12,170872,208971,379843,2023-12-01T00:00:00
PERTH,2024,1,223269,182147,405416,2024-01-01T00:00:00
PERTH,2024,2,189649,159940,349589,2024-02-01T00:00:00
PERTH,2024,3,176149,191162,367311,2024-03-01T00:00:00
PERTH,2024,4,188116,182632,370748,2024-04-01T00:00:00
PERTH,2024,5,170679,186609,357288,2024-05-01T00:00:00
PERTH,2024,6,183043,219045,402088,2024-06-01T00:00:00
PERTH,2024,7,233759,189965,423724,2024-07-01T00:00:00
PERTH,2024,8,198859,197349,396208,2024-08-01T00:00:00
PERTH,2024,9,213763,219710,433473,2024-09-01T00:00:00
PERTH,2024,10,234066,189287,423353,2024-10-01T00:00:00
PERTH,2024,11,197747,203555,401302,2024-11-01T00:00:00
PERTH,2024,12,202524,266002,468526,2024-12-01T00:00:00
PERTH,2025,1,280543,228726,509269,2025-01-01T00:00:00
PERTH,2025,2,221141,177760,398901,2025-02-01T00:00:00
PERTH,2025,3,200335,191990,392325,2025-03-01T00:00:00
PERTH,2025,4,210300,234811,445111,2025-04-01T00:00:00
PERTH,2025,5,201195,206834,408029,2025-05-01T00:00:00
PERTH,2025,6,200712,229257,429969,2025-06-01T00:00:00
PROSERPINE,2009,1,0,0,0,2009-01-01T00:00:00
PROSERPINE,2009,2,0,0,0,2009-02-01T00:00:00
PROSERPINE,2009,3,0,0,0,2009-03-01T00:00:00
PROSERPINE,2009,4,0,0,0,2009-04-01T00:00:00
PROSERPINE,2009,5,0,0,0,2009-05-01T00:00:00
PROSERPINE,2009,6,0,0,0,2009-06-01T00:00:00
PROSERPINE,2009,7,0,0,0,2009-07-01T00:00:00
PROSERPINE,2009,8,0,0,0,2009-08-01T00:00:00
PROSERPINE,2009,9,0,0,0,2009-09-01T00:00:00
PROSERPINE,2009,10,0,0,0,2009-10-01T00:00:00
PROSERPINE,2009,11,0,0,0,2009-11-01T00:00:00
PROSERPINE,2009,12,0,0,0,2009-12-01T00:00:00
PROSERPINE,2010,1,0,0,0,2010-01-01T00:00:00
PROSERPINE,2010,2,0,0,0,2010-02-01T00:00:00
PROSERPINE,2010,3,0,0,0,2010-03-01T00:00:00
PROSERPINE,2010,4,0,0,0,2010-04-01T00:00:00
PROSERPINE,2010,5,0,0,0,2010-05-01T00:00:00
PROSERPINE,2010,6,0,0,0,2010-06-01T00:00:00
PROSERPINE,2010,7,0,0,0,2010-07-01T00:00:00
PROSERPINE,2010,8,0,0,0,2010-08-01T00:00:00
PROSERPINE,2010,9,0,0,0,2010-09-01T00:00:00
PROSERPINE,2010,10,0,0,0,2010-10-01T00:00:00
PROSERPINE,2010,11,0,0,0,2010-11-01T00:00:00
PROSERPINE,2010,12,0,0,0,2010-12-01T00:00:00
PROSERPINE,2011,1,0,0,0,2011-01-01T00:00:00
PROSERPINE,2011,2,0,0,0,2011-02-01T00:00:00
PROSERPINE,2011,3,0,0,0,2011-03-01T00:00:00
PROSERPINE,2011,4,0,0,0,2011-04-01T00:00:00
PROSERPINE,2011,5,0,0,0,2011-05-01T00:00:00
PROSERPINE,2011,6,0,0,0,2011-06-01T00:00:00
PROSERPINE,2011,7,0,0,0,2011-07-01T00:00:00
PROSERPINE,2011,8,0,0,0,2011-08-01T00:00:00
PROSERPINE,2011,9,0,0,0,2011-09-01T00:00:00
PROSERPINE,2011,10,0,0,0,2011-10-01T00:00:00
PROSERPINE,2011,11,0,0,0,2011-11-01T00:00:00
PROSERPINE,2011,12,0,0,0,2011-12-01T00:00:00
PROSERPINE,2012,1,0,0,0,2012-01-01T00:00:00
PROSERPINE,2012,2,0,0,0,2012-02-01T00:00:00
PROSERPINE,2012,3,0,0,0,2012-03-01T00:00:00
PROSERPINE,2012,4,0,0,0,2012-04-01T00:00:00
PROSERPINE,2012,5,0,0,0,2012-05-01T00:00:00
PROSERPINE,2012,6,0,0,0,2012-06-01T00:00:00
PROSERPINE,2012,7,0,0,0,2012-07-01T00:00:00
PROSERPINE,2012,8,0,0,0,2012-08-01T00:00:00
PROSERPINE,2012,9,0,0,0,2012-09-01T00:00:00
PROSERPINE,2012,10,0,0,0,2012-10-01T00:00:00
PROSERPINE,2012,11,0,0,0,2012-11-01T00:00:00
PROSERPINE,2012,12,0,0,0,2012-12-01T00:00:00
PROSERPINE,2013,1,0,0,0,2013-01-01T00:00:00
PROSERPINE,2013,2,0,0,0,2013-02-01T00:00:00
PROSERPINE,2013,3,0,0,0,2013-03-01T00:00:00
PROSERPINE,2013,4,0,0,0,2013-04-01T00:00:00
PROSERPINE,2013,5,0,0,0,2013-05-01T00:00:00
PROSERPINE,2013,6,0,0,0,2013-06-01T00:00:00
PROSERPINE,2013,7,0,0,0,2013-07-01T00:00:00
PROSERPINE,2013,8,0,0,0,2013-08-01T00:00:00
PROSERPINE,2013,9,0,0,0,2013-09-01T00:00:00
PROSERPINE,2013,10,0,0,0,2013-10-01T00:00:00
PROSERPINE,2013,11,0,0,0,2013-11-01T00:00:00
PROSERPINE,2013,12,0,0,0,2013-12-01T00:00:00
PROSERPINE,2014,1,0,0,0,2014-01-01T00:00:00
PROSERPINE,2014,2,0,0,0,2014-02-01T00:00:00
PROSERPINE,2014,3,0,0,0,2014-03-01T00:00:00
PROSERPINE,2014,4,0,0,0,2014-04-01T00:00:00
PROSERPINE,2014,5,0,0,0,2014-05-01T00:00:00
PROSERPINE,2014,6,0,0,0,2014-06-01T00:00:00
PROSERPINE,2014,7,0,0,0,2014-07-01T00:00:00
PROSERPINE,2014,8,0,0,0,2014-08-01T00:00:00
PROSERPINE,2014,9,0,0,0,2014-09-01T00:00:00
PROSERPINE,2014,10,0,0,0,2014-10-01T00:00:00
PROSERPINE,2014,11,0,0,0,2014-11-01T00:00:00
PROSERPINE,2014,12,0,0,0,2014-12-01T00:00:00
PROSERPINE,2015,1,0,0,0,2015-01-01T00:00:00
PROSERPINE,2015,2,0,0,0,2015-02-01T00:00:00
PROSERPINE,2015,3,0,0,0,2015-03-01T00:00:00
PROSERPINE,2015,4,0,0,0,2015-04-01T00:00:00
PROSERPINE,2015,5,0,0,0,2015-05-01T00:00:00
PROSERPINE,2015,6,0,0,0,2015-06-01T00:00:00
PROSERPINE,2015,7,0,0,0,2015-07-01T00:00:00
PROSERPINE,2015,8,0,0,0,2015-08-01T00:00:00
PROSERPINE,2015,9,0,0,0,2015-09-01T00:00:00
PROSERPINE,2015,10,0,0,0,2015-10-01T00:00:00
PROSERPINE,2015,11,0,0,0,2015-11-01T00:00:00
PROSERPINE,2015,12,0,0,0,2015-12-01T00:00:00
PROSERPINE,2016,1,0,0,0,2016-01-01T00:00:00
PROSERPINE,2016,2,0,0,0,2016-02-01T00:00:00
PROSERPINE,2016,3,0,0,0,2016-03-01T00:00:00
PROSERPINE,2016,4,0,0,0,2016-04-01T00:00:00
PROSERPINE,2016,5,0,0,0,2016-05-01T00:00:00
PROSERPINE,2016,6,0,0,0,2016-06-01T00:00:00
PROSERPINE,2016,7,0,0,0,2016-07-01T00:00:00
PROSERPINE,2016,8,0,0,0,2016-08-01T00:00:00
PROSERPINE,2016,9,0,0,0,2016-09-01T00:00:00
PROSERPINE,2016,10,0,0,0,2016-10-01T00:00:00
PROSERPINE,2016,11,0,0,0,2016-11-01T00:00:00
PROSERPINE,2016,12,0,0,0,2016-12-01T00:00:00
PROSERPINE,2017,1,0,0,0,2017-01-01T00:00:00
PROSERPINE,2017,2,0,0,0,2017-02-01T00:00:00
PROSERPINE,2017,3,0,0,0,2017-03-01T00:00:00
PROSERPINE,2017,4,0,0,0,2017-04-01T00:00:00
PROSERPINE,2017,5,0,0,0,2017-05-01T00:00:00
PROSERPINE,2017,6,0,0,0,2017-06-01T00:00:00
PROSERPINE,2017,7,0,0,0,2017-07-01T00:00:00
PROSERPINE,2017,8,0,0,0,2017-08-01T00:00:00
PROSERPINE,2017,9,0,0,0,2017-09-01T00:00:00
PROSERPINE,2017,10,0,0,0,2017-10-01T00:00:00
PROSERPINE,2017,11,0,0,0,2017-11-01T00:00:00
PROSERPINE,2017,12,0,0,0,2017-12-01T00:00:00
PROSERPINE,2018,1,0,0,0,2018-01-01T00:00:00
PROSERPINE,2018,2,0,0,0,2018-02-01T00:00:00
PROSERPINE,2018,3,0,0,0,2018-03-01T00:00:00
PROSERPINE,2018,4,0,0,0,2018-04-01T00:00:00
PROSERPINE,2018,5,0,0,0,2018-05-01T00:00:00
PROSERPINE,2018,6,0,0,0,2018-06-01T00:00:00
PROSERPINE,2018,7,0,0,0,2018-07-01T00:00:00
PROSERPINE,2018,8,0,0,0,2018-08-01T00:00:00
PROSERPINE,2018,9,0,0,0,2018-09-01T00:00:00
PROSERPINE,2018,10,0,0,0,2018-10-01T00:00:00
PROSERPINE,2018,11,0,0,0,2018-11-01T00:00:00
PROSERPINE,2018,12,0,0,0,2018-12-01T00:00:00
PROSERPINE,2019,1,0,0,0,2019-01-01T00:00:00
PROSERPINE,2019,2,0,0,0,2019-02-01T00:00:00
PROSERPINE,2019,3,0,0,0,2019-03-01T00:00:00
PROSERPINE,2019,4,0,0,0,2019-04-01T00:00:00
PROSERPINE,2019,5,0,0,0,2019-05-01T00:00:00
PROSERPINE,2019,6,0,0,0,2019-06-01T00:00:00
PROSERPINE,2019,7,0,0,0,2019-07-01T00:00:00
PROSERPINE,2019,8,0,0,0,2019-08-01T00:00:00
PROSERPINE,2019,9,0,0,0,2019-09-01T00:00:00
PROSERPINE,2019,10,0,0,0,2019-10-01T00:00:00
PROSERPINE,2019,11,0,0,0,2019-11-01T00:00:00
PROSERPINE,2019,12,0,0,0,2019-12-01T00:00:00
PROSERPINE,2020,1,0,0,0,2020-01-01T00:00:00
PROSERPINE,2020,2,0,0,0,2020-02-01T00:00:00
PROSERPINE,2020,3,0,0,0,2020-03-01T00:00:00
PROSERPINE,2020,4,0,0,0,2020-04-01T00:00:00
PROSERPINE,2020,5,0,0,0,2020-05-01T00:00:00
PROSERPINE,2020,6,0,0,0,2020-06-01T00:00:00
PROSERPINE,2020,7,0,0,0,2020-07-01T00:00:00
PROSERPINE,2020,8,0,0,0,2020-08-01T00:00:00
PROSERPINE,2020,9,0,0,0,2020-09-01T00:00:00
PROSERPINE,2020,10,0,0,0,2020-10-01T00:00:00
PROSERPINE,2020,11,0,0,0,2020-11-01T00:00:00
PROSERPINE,2020,12,0,0,0,2020-12-01T00:00:00
PROSERPINE,2021,1,0,0,0,2021-01-01T00:00:00
PROSERPINE,2021,2,0,0,0,2021-02-01T00:00:00
PROSERPINE,2021,3,0,0,0,2021-03-01T00:00:00
PROSERPINE,2021,4,0,0,0,2021-04-01T00:00:00
PROSERPINE,2021,5,0,0,0,2021-05-01T00:00:00
PROSERPINE,2021,6,0,0,0,2021-06-01T00:00:00
PROSERPINE,2021,7,0,0,0,2021-07-01T00:00:00
PROSERPINE,2021,8,0,0,0,2021-08-01T00:00:00
PROSERPINE,2021,9,0,0,0,2021-09-01T00:00:00
PROSERPINE,2021,10,0,0,0,2021-10-01T00:00:00
PROSERPINE,2021,11,0,0,0,2021-11-01T00:00:00
PROSERPINE,2021,12,0,0,0,2021-12-01T00:00:00
PROSERPINE,2022,1,0,0,0,2022-01-01T00:00:00
PROSERPINE,2022,2,0,0,0,2022-02-01T00:00:00
PROSERPINE,2022,3,0,0,0,2022-03-01T00:00:00
PROSERPINE,2022,4,0,0,0,2022-04-01T00:00:00
PROSERPINE,2022,5,0,0,0,2022-05-01T00:00:00
PROSERPINE,2022,6,0,0,0,2022-06-01T00:00:00
PROSERPINE,2022,7,0,0,0,2022-07-01T00:00:00
PROSERPINE,2022,8,0,0,0,2022-08-01T00:00:00
PROSERPINE,2022,9,0,0,0,2022-09-01T00:00:00
PROSERPINE,2022,10,0,0,0,2022-10-01T00:00:00
PROSERPINE,2022,11,0,0,0,2022-11-01T00:00:00
PROSERPINE,2022,12,0,0,0,2022-12-01T00:00:00
PROSERPINE,2023,1,0,0,0,2023-01-01T00:00:00
PROSERPINE,2023,2,0,0,0,2023-02-01T00:00:00
PROSERPINE,2023,3,0,0,0,2023-03-01T00:00:00
PROSERPINE,2023,4,0,0,0,2023-04-01T00:00:00
PROSERPINE,2023,5,0,0,0,2023-05-01T00:00:00
PROSERPINE,2023,6,0,0,0,2023-06-01T00:00:00
PROSERPINE,2023,7,0,0,0,2023-07-01T00:00:00
PROSERPINE,2023,8,0,0,0,2023-08-01T00:00:00
PROSERPINE,2023,9,0,0,0,2023-09-01T00:00:00
PROSERPINE,2023,10,0,0,0,2023-10-01T00:00:00
PROSERPINE,2023,11,0,0,0,2023-11-01T00:00:00
PROSERPINE,2023,12,0,0,0,2023-12-01T00:00:00
PROSERPINE,2024,1,0,0,0,2024-01-01T00:00:00
PROSERPINE,2024,2,0,0,0,2024-02-01T00:00:00
PROSERPINE,2024,3,0,0,0,2024-03-01T00:00:00
PROSERPINE,2024,4,0,0,0,2024-04-01T00:00:00
PROSERPINE,2024,5,0,0,0,2024-05-01T00:00:00
PROSERPINE,2024,6,0,0,0,2024-06-01T00:00:00
PROSERPINE,2024,7,0,0,0,2024-07-01T00:00:00
PROSERPINE,2024,8,0,0,0,2024-08-01T00:00:00
PROSERPINE,2024,9,0,0,0,2024-09-01T00:00:00
PROSERPINE,2024,10,0,0,0,2024-10-01T00:00:00
PROSERPINE,2024,11,0,0,0,2024-11-01T00:00:00
PROSERPINE,2024,12,0,0,0,2024-12-01T00:00:00
PROSERPINE,2025,1,0,0,0,2025-01-01T00:00:00
PROSERPINE,2025,2,0,0,0,2025-02-01T00:00:00
PROSERPINE,2025,3,0,0,0,2025-03-01T00:00:00
PROSERPINE,2025,4,0,0,0,2025-04-01T00:00:00
PROSERPINE,2025,5,0,0,0,2025-05-01T00:00:00
PROSERPINE,2025,6,0,0,0,2025-06-01T00:00:00
ROCKHAMPTON,1985,1,0,0,0,1985-01-01T00:00:00
ROCKHAMPTON,1985,2,0,0,0,1985-02-01T00:00:00
ROCKHAMPTON,1985,3,0,0,0,1985-03-01T00:00:00
ROCKHAMPTON,1985,4,0,0,0,1985-04-01T00:00:00
ROCKHAMPTON,1985,5,0,0,0,1985-05-01T00:00:00
ROCKHAMPTON,1985,6,0,0,0,1985-06-01T00:00:00
ROCKHAMPTON,1985,7,0,0,0,1985-07-01T00:00:00
ROCKHAMPTON,1985,8,0,0,0,1985-08-01T00:00:00
ROCKHAMPTON,1985,9,0,0,0,1985-09-01T00:00:00
ROCKHAMPTON,1985,10,0,0,0,1985-10-01T00:00:00
ROCKHAMPTON,1985,11,0,0,0,1985-11-01T00:00:00
ROCKHAMPTON,1985,12,0,0,0,1985-12-01T00:00:00
ROCKHAMPTON,1986,1,0,0,0,1986-01-01T00:00:00
ROCKHAMPTON,1986,2,0,0,0,1986-02-01T00:00:00
ROCKHAMPTON,1986,3,0,0,0,1986-03-01T00:00:00
ROCKHAMPTON,1986,4,0,0,0,1986-04-01T00:00:00
ROCKHAMPTON,1986,5,0,0,0,1986-05-01T00:00:00
ROCKHAMPTON,1986,6,0,0,0,1986-06-01T00:00:00
ROCKHAMPTON,1986,7,0,0,0,1986-07-01T00:00:00
ROCKHAMPTON,1986,8,0,0,0,1986-08-01T00:00:00
ROCKHAMPTON,1986,9,0,0,0,1986-09-01T00:00:00
ROCKHAMPTON,1986,10,0,0,0,1986-10-01T00:00:00
ROCKHAMPTON,1986,11,0,0,0,1986-11-01T00:00:00
ROCKHAMPTON,1986,12,0,0,0,1986-12-01T00:00:00
ROCKHAMPTON,1987,1,0,0,0,1987-01-01T00:00:00
ROCKHAMPTON,1987,2,0,0,0,1987-02-01T00:00:00
ROCKHAMPTON,1987,3,0,0,0,1987-03-01T00:00:00
ROCKHAMPTON,1987,4,0,0,0,1987-04-01T00:00:00
ROCKHAMPTON,1987,5,0,0,0,1987-05-01T00:00:00
ROCKHAMPTON,1987,6,0,0,0,1987-06-01T00:00:00
ROCKHAMPTON,1987,7,0,0,0,1987-07-01T00:00:00
ROCKHAMPTON,1987,8,0,0,0,1987-08-01T00:00:00
ROCKHAMPTON,1987,9,0,0,0,1987-09-01T00:00:00
ROCKHAMPTON,1987,10,0,0,0,1987-10-01T00:00:00
ROCKHAMPTON,1987,11,0,0,0,1987-11-01T00:00:00
ROCKHAMPTON,1987,12,0,0,0,1987-12-01T00:00:00
ROCKHAMPTON,1988,1,0,0,0,1988-01-01T00:00:00
ROCKHAMPTON,1988,2,0,0,0,1988-02-01T00:00:00
ROCKHAMPTON,1988,3,0,0,0,1988-03-01T00:00:00
ROCKHAMPTON,1988,4,0,0,0,1988-04-01T00:00:00
ROCKHAMPTON,1988,5,0,0,0,1988-05-01T00:00:00
ROCKHAMPTON,1988,6,0,0,0,1988-06-01T00:00:00
ROCKHAMPTON,1988,7,0,0,0,1988-07-01T00:00:00
ROCKHAMPTON,1988,8,0,0,0,1988-08-01T00:00:00
ROCKHAMPTON,1988,9,0,0,0,1988-09-01T00:00:00
ROCKHAMPTON,1988,10,0,0,0,1988-10-01T00:00:00
ROCKHAMPTON,1988,11,0,0,0,1988-11-01T00:00:00
ROCKHAMPTON,1988,12,0,0,0,1988-12-01T00:00:00
ROCKHAMPTON,1989,1,0,0,0,1989-01-01T00:00:00
ROCKHAMPTON,1989,2,0,0,0,1989-02-01T00:00:00
ROCKHAMPTON,1989,3,0,0,0,1989-03-01T00:00:00
ROCKHAMPTON,1989,4,0,0,0,1989-04-01T00:00:00
ROCKHAMPTON,1989,5,0,0,0,1989-05-01T00:00:00
ROCKHAMPTON,1989,6,0,0,0,1989-06-01T00:00:00
ROCKHAMPTON,1989,7,0,0,0,1989-07-01T00:00:00
ROCKHAMPTON,1989,8,0,0,0,1989-08-01T00:00:00
ROCKHAMPTON,1989,9,0,0,0,1989-09-01T00:00:00
ROCKHAMPTON,1989,10,0,0,0,1989-10-01T00:00:00
ROCKHAMPTON,1989,11,0,0,0,1989-11-01T00:00:00
ROCKHAMPTON,1989,12,0,0,0,1989-12-01T00:00:00
ROCKHAMPTON,1990,1,0,0,0,1990-01-01T00:00:00
