AIRPORT,Year,Month,Dom_Acm_Out,Int_Acm_Out,Acm_Out
BRISBANE,2008,4,5142,1044,6186
BRISBANE,2008,5,5392,1087,6479
BRISBANE,2008,6,5178,1074,6252
BRISBANE,2008,7,5566,1172,6738
BRISBANE,2008,8,5646,1149,6795
BRISBANE,2008,9,5563,1086,6649
BRISBANE,2008,10,5910,1069,6979
BRISBANE,2008,11,5616,1038,6654
BRISBANE,2008,12,5694,1144,6838
BRISBANE,2009,1,5440,1163,6603
BRISBANE,2009,2,4946,1020,5966
BRISBANE,2009,3,5476,1087,6563
BRISBANE,2009,4,5300,1096,6396
BRISBANE,2009,5,5281,1091,6372
BRISBANE,2009,6,5202,1069,6271
BRISBANE,2009,7,5509,1152,6661
BRISBANE,2009,8,5358,1157,6515
BRISBANE,2009,9,5393,1099,6492
BRISBANE,2009,10,5606,1113,6719
BRISBANE,2009,11,5261,1049,6310
BRISBANE,2009,12,5427,1115,6542
BRISBANE,2010,1,5311,1150,6461
BRISBANE,2010,2,4934,1015,5949
BRISBANE,2010,3,5532,1110,6642
BRISBANE,2010,4,5758,1115,6873
BRISBANE,2010,5,5801,1131,6932
BRISBANE,2010,6,5673,1105,6778
BRISBANE,2010,7,6066,1222,7288
BRISBANE,2010,8,5958,1181,7139
BRISBANE,2010,9,5887,1140,7027
BRISBANE,2010,10,6092,1111,7203
BRISBANE,2010,11,5957,1068,7025
BRISBANE,2010,12,6032,1162,7194
BRISBANE,2011,1,5532,1192,6724
BRISBANE,2011,2,5268,1039,6307
BRISBANE,2011,3,6041,1127,7168
BRISBANE,2011,4,5940,1123,7063
BRISBANE,2011,5,6075,1150,7225
BRISBANE,2011,6,5794,1068,6862
BRISBANE,2011,7,6236,1210,7446
BRISBANE,2011,8,6264,1204,7468
BRISBANE,2011,9,6109,1153,7262
BRISBANE,2011,10,6293,1190,7483
BRISBANE,2011,11,6269,1090,7359
BRISBANE,2011,12,6417,1154,7571
BRISBANE,2012,1,6284,1163,7447
BRISBANE,2012,2,6128,1020,7148
BRISBANE,2012,3,6600,1068,7668
BRISBANE,2012,4,6345,1106,7451
BRISBANE,2012,5,6443,1056,7499
BRISBANE,2012,6,6180,1096,7276
BRISBANE,2012,7,6803,1202,8005
BRISBANE,2012,8,6971,1175,8146
BRISBANE,2012,9,6718,1120,7838
BRISBANE,2012,10,7006,1135,8141
BRISBANE,2012,11,6779,1055,7834
BRISBANE,2012,12,6684,1150,7834
BRISBANE,2013,1,6620,1165,7785
BRISBANE,2013,2,6111,1034,7145
BRISBANE,2013,3,6734,1137,7871
BRISBANE,2013,4,6751,1139,7890
BRISBANE,2013,5,6914,1120,8034
BRISBANE,2013,6,6619,1151,7770
BRISBANE,2013,7,7218,1249,8467
BRISBANE,2013,8,7084,1261,8345
BRISBANE,2013,9,6972,1218,8190
BRISBANE,2013,10,7310,1236,8546
BRISBANE,2013,11,6871,1170,8041
BRISBANE,2013,12,6955,1270,8225
BRISBANE,2014,1,6858,1279,8137
BRISBANE,2014,2,6139,1105,7244
BRISBANE,2014,3,6874,1208,8082
BRISBANE,2014,4,6878,1204,8082
BRISBANE,2014,5,7005,1168,8173
BRISBANE,2014,6,6793,1182,7975
BRISBANE,2014,7,7247,1299,8546
BRISBANE,2014,8,7057,1283,8340
BRISBANE,2014,9,7005,1232,8237
BRISBANE,2014,10,7252,1205,8457
BRISBANE,2014,11,6717,1148,7865
BRISBANE,2014,12,7003,1279,8282
BRISBANE,2015,1,6833,1292,8125
BRISBANE,2015,2,6187,1118,7305
BRISBANE,2015,3,7024,1203,8227
BRISBANE,2015,4,6877,1205,8082
BRISBANE,2015,5,6906,1177,8083
BRISBANE,2015,6,6861,1164,8025
BRISBANE,2015,7,7240,1274,8514
BRISBANE,2015,8,7043,1244,8287
BRISBANE,2015,9,6948,1205,8153
BRISBANE,2015,10,7039,1226,8265
BRISBANE,2015,11,6863,1121,7984
BRISBANE,2015,12,6978,1338,8316
BRISBANE,2016,1,6717,1368,8085
BRISBANE,2016,2,6463,1173,7636
BRISBANE,2016,3,6913,1212,8125
BRISBANE,2016,4,6611,1188,7799
BRISBANE,2016,5,6611,1174,7785
BRISBANE,2016,6,6464,1210,7674
BRISBANE,2016,7,6909,1342,8251
BRISBANE,2016,8,6948,1279,8227
BRISBANE,2016,9,6875,1273,8148
BRISBANE,2016,10,6867,1318,8185
BRISBANE,2016,11,6709,1235,7944
BRISBANE,2016,12,6818,1396,8214
BRISBANE,2017,1,6666,1410,8076
BRISBANE,2017,2,6018,1199,7217
BRISBANE,2017,3,6616,1310,7926
BRISBANE,2017,4,6505,1355,7860
BRISBANE,2017,5,6630,1299,7929
BRISBANE,2017,6,6510,1309,7819
BRISBANE,2017,7,6908,1393,8301
BRISBANE,2017,8,7002,1372,8374
BRISBANE,2017,9,6702,1359,8061
BRISBANE,2017,10,6885,1385,8270
BRISBANE,2017,11,6702,1299,8001
BRISBANE,2017,12,6635,1519,8154
BRISBANE,2018,1,6469,1550,8019
BRISBANE,2018,2,6011,1314,7325
BRISBANE,2018,3,6596,1422,8018
BRISBANE,2018,4,6476,1408,7884
BRISBANE,2018,5,6539,1378,7917
BRISBANE,2018,6,6150,1383,7533
BRISBANE,2018,7,6781,1517,8298
BRISBANE,2018,8,6675,1485,8160
BRISBANE,2018,9,6426,1427,7853
BRISBANE,2018,10,6842,1457,8299
BRISBANE,2018,11,6564,1368,7932
BRISBANE,2018,12,6549,1534,8083
BRISBANE,2019,1,6447,1572,8019
BRISBANE,2019,2,6028,1336,7364
BRISBANE,2019,3,6649,1441,8090
BRISBANE,2019,4,6681,1425,8106
BRISBANE,2019,5,6818,1361,8179
BRISBANE,2019,6,6472,1394,7866
BRISBANE,2019,7,7142,1562,8704
BRISBANE,2019,8,6842,1535,8377
BRISBANE,2019,9,6771,1492,8263
BRISBANE,2019,10,7032,1511,8543
BRISBANE,2019,11,6600,1427,8027
BRISBANE,2019,12,6700,1592,8292
BRISBANE,2020,1,6510,1627,8137
BRISBANE,2020,2,6104,1328,7432
BRISBANE,2020,3,5429,974,6403
BRISBANE,2020,4,1030,113,1143
BRISBANE,2020,5,837,141,978
BRISBANE,2020,6,1220,158,1378
BRISBANE,2020,7,2103,171,2274
BRISBANE,2020,8,2166,183,2349
BRISBANE,2020,9,2273,170,2443
BRISBANE,2020,10,2470,185,2655
BRISBANE,2020,11,2724,192,2916
BRISBANE,2020,12,4298,211,4509
BRISBANE,2021,1,3641,179,3820
BRISBANE,2021,2,3549,170,3719
BRISBANE,2021,3,4794,189,4983
BRISBANE,2021,4,4677,248,4925
BRISBANE,2021,5,5179,365,5544
BRISBANE,2021,6,4828,377,5205
BRISBANE,2021,7,3659,370,4029
BRISBANE,2021,8,2287,253,2540
BRISBANE,2021,9,2934,270,3204
BRISBANE,2021,10,3148,269,3417
BRISBANE,2021,11,3387,292,3679
BRISBANE,2021,12,4889,308,5197
BRISBANE,2022,1,4513,271,4784
BRISBANE,2022,2,3903,300,4203
BRISBANE,2022,3,5368,351,5719
BRISBANE,2022,4,6021,474,6495
BRISBANE,2022,5,6359,531,6890
BRISBANE,2022,6,6134,556,6690
BRISBANE,2022,7,6019,688,6707
BRISBANE,2022,8,5944,694,6638
BRISBANE,2022,9,5813,707,6520
BRISBANE,2022,10,6059,769,6828
BRISBANE,2022,11,6200,840,7040
BRISBANE,2022,12,6368,918,7286
BRISBANE,2023,1,6369,964,7333
BRISBANE,2023,2,5928,820,6748
BRISBANE,2023,3,6721,902,7623
BRISBANE,2023,4,6475,975,7450
BRISBANE,2023,5,6843,965,7808
BRISBANE,2023,6,6599,1012,7611
BRISBANE,2023,7,6741,1071,7812
BRISBANE,2023,8,6877,1061,7938
BRISBANE,2023,9,6678,1062,7740
BRISBANE,2023,10,6840,1078,7918
BRISBANE,2023,11,6633,1177,7810
BRISBANE,2023,12,6476,1373,7849
BRISBANE,2024,1,6369,1376,7745
BRISBANE,2024,2,6274,1225,7499
BRISBANE,2024,3,6670,1314,7984
BRISBANE,2024,4,6721,1231,7952
BRISBANE,2024,5,6909,1204,8113
BRISBANE,2024,6,6558,1214,7772
BRISBANE,2024,7,7089,1293,8382
BRISBANE,2024,8,6613,1282,7895
BRISBANE,2024,9,6659,1275,7934
BRISBANE,2024,10,6853,1303,8156
BRISBANE,2024,11,6470,1330,7800
BRISBANE,2024,12,6545,1505,8050
BRISBANE,2025,1,6329,1514,7843
BRISBANE,2025,2,5939,1251,7190
BRISBANE,2025,3,6145,1265,7410
BRISBANE,2025,4,6621,1365,7986
BRISBANE,2025,5,6836,1351,8187
BRISBANE,2025,6,6656,1380,8036
CAIRNS,1985,1,494,36,530
CAIRNS,1985,2,383,29,412
CAIRNS,1985,3,447,35,482
CAIRNS,1985,4,446,34,480
CAIRNS,1985,5,482,35,517
CAIRNS,1985,6,463,36,499
CAIRNS,1985,7,455,37,492
CAIRNS,1985,8,447,35,482
CAIRNS,1985,9,411,35,446
CAIRNS,1985,10,373,33,406
CAIRNS,1985,11,442,41,483
CAIRNS,1985,12,462,43,505
CAIRNS,1986,1,438,40,478
CAIRNS,1986,2,352,37,389
CAIRNS,1986,3,442,46,488
CAIRNS,1986,4,445,45,490
CAIRNS,1986,5,474,47,521
CAIRNS,1986,6,477,43,520
CAIRNS,1986,7,480,44,524
CAIRNS,1986,8,567,39,606
CAIRNS,1986,9,579,40,619
CAIRNS,1986,10,639,46,685
CAIRNS,1986,11,562,45,607
CAIRNS,1986,12,596,46,642
CAIRNS,1987,1,580,52,632
CAIRNS,1987,2,477,44,521
CAIRNS,1987,3,550,47,597
CAIRNS,1987,4,593,58,651
CAIRNS,1987,5,572,58,630
CAIRNS,1987,6,590,54,644
CAIRNS,1987,7,646,61,707
CAIRNS,1987,8,633,56,689
CAIRNS,1987,9,640,64,704
CAIRNS,1987,10,721,73,794
CAIRNS,1987,11,674,77,751
CAIRNS,1987,12,729,81,810
CAIRNS,1988,1,703,81,784
CAIRNS,1988,2,553,75,628
CAIRNS,1988,3,639,87,726
CAIRNS,1988,4,658,79,737
CAIRNS,1988,5,608,91,699
CAIRNS,1988,6,655,95,750
CAIRNS,1988,7,755,94,849
CAIRNS,1988,8,707,100,807
CAIRNS,1988,9,686,99,785
CAIRNS,1988,10,708,96,804
CAIRNS,1988,11,688,125,813
CAIRNS,1988,12,721,138,859
CAIRNS,1989,1,706,143,849
CAIRNS,1989,2,609,121,730
CAIRNS,1989,3,691,130,821
CAIRNS,1989,4,692,125,817
CAIRNS,1989,5,693,124,817
CAIRNS,1989,6,715,127,842
CAIRNS,1989,7,809,140,949
CAIRNS,1989,8,577,131,708
CAIRNS,1989,9,285,138,423
CAIRNS,1989,10,306,132,438
CAIRNS,1989,11,330,126,456
CAIRNS,1989,12,400,130,530
CAIRNS,1990,1,459,130,589
CAIRNS,1990,2,410,114,524
CAIRNS,1990,3,522,132,654
CAIRNS,1990,4,526,131,657
CAIRNS,1990,5,576,134,710
CAIRNS,1990,6,626,133,759
CAIRNS,1990,7,716,157,873
CAIRNS,1990,8,878,156,1034
CAIRNS,1990,9,821,165,986
CAIRNS,1990,10,856,162,1018
CAIRNS,1990,11,868,218,1086
CAIRNS,1990,12,658,226,884
CAIRNS,1991,1,891,228,1119
CAIRNS,1991,2,743,204,947
CAIRNS,1991,3,920,232,1152
CAIRNS,1991,4,957,196,1153
CAIRNS,1991,5,1022,200,1222
CAIRNS,1991,6,1042,203,1245
CAIRNS,1991,7,1140,206,1346
CAIRNS,1991,8,1129,210,1339
CAIRNS,1991,9,1150,193,1343
CAIRNS,1991,10,1215,197,1412
CAIRNS,1991,11,1160,253,1413
CAIRNS,1991,12,1137,284,1421
CAIRNS,1992,1,1117,280,1397
CAIRNS,1992,2,950,259,1209
CAIRNS,1992,3,997,279,1276
CAIRNS,1992,4,1069,324,1393
CAIRNS,1992,5,1037,324,1361
CAIRNS,1992,6,1046,319,1365
CAIRNS,1992,7,1182,331,1513
CAIRNS,1992,8,1161,330,1491
CAIRNS,1992,9,1139,324,1463
CAIRNS,1992,10,1220,335,1555
CAIRNS,1992,11,1184,353,1537
CAIRNS,1992,12,1190,380,1570
CAIRNS,1993,1,1145,391,1536
CAIRNS,1993,2,984,330,1314
CAIRNS,1993,3,1122,361,1483
CAIRNS,1993,4,1129,357,1486
CAIRNS,1993,5,1114,370,1484
CAIRNS,1993,6,1114,354,1468
CAIRNS,1993,7,1222,378,1600
CAIRNS,1993,8,1221,372,1593
CAIRNS,1993,9,1209,363,1572
CAIRNS,1993,10,1291,371,1662
CAIRNS,1993,11,1235,373,1608
CAIRNS,1993,12,1228,394,1622
CAIRNS,1994,1,1244,395,1639
CAIRNS,1994,2,1094,351,1445
CAIRNS,1994,3,1263,387,1650
CAIRNS,1994,4,1279,383,1662
CAIRNS,1994,5,1269,397,1666
CAIRNS,1994,6,1266,388,1654
CAIRNS,1994,7,1397,393,1790
CAIRNS,1994,8,1416,401,1817
CAIRNS,1994,9,1361,385,1746
CAIRNS,1994,10,1443,395,1838
CAIRNS,1994,11,1353,393,1746
CAIRNS,1994,12,1377,393,1770
CAIRNS,1995,1,1339,399,1738
CAIRNS,1995,2,1172,353,1525
CAIRNS,1995,3,1346,389,1735
CAIRNS,1995,4,1358,384,1742
CAIRNS,1995,5,1370,396,1766
CAIRNS,1995,6,1340,386,1726
CAIRNS,1995,7,1454,402,1856
CAIRNS,1995,8,1470,406,1876
CAIRNS,1995,9,1428,380,1808
CAIRNS,1995,10,1490,394,1884
CAIRNS,1995,11,1404,392,1796
CAIRNS,1995,12,1424,415,1839
CAIRNS,1996,1,1397,414,1811
CAIRNS,1996,2,1265,392,1657
CAIRNS,1996,3,1353,414,1767
CAIRNS,1996,4,1372,392,1764
CAIRNS,1996,5,1346,407,1753
CAIRNS,1996,6,1335,400,1735
CAIRNS,1996,7,1436,437,1873
CAIRNS,1996,8,1440,432,1872
CAIRNS,1996,9,1393,427,1820
CAIRNS,1996,10,1527,427,1954
CAIRNS,1996,11,1464,417,1881
CAIRNS,1996,12,1517,443,1960
CAIRNS,1997,1,1452,430,1882
CAIRNS,1997,2,1323,384,1707
CAIRNS,1997,3,1389,424,1813
CAIRNS,1997,4,1395,357,1752
CAIRNS,1997,5,1385,363,1748
CAIRNS,1997,6,1372,372,1744
CAIRNS,1997,7,1474,387,1861
CAIRNS,1997,8,1458,388,1846
CAIRNS,1997,9,1429,365,1794
CAIRNS,1997,10,1511,381,1892
CAIRNS,1997,11,1404,348,1752
CAIRNS,1997,12,1448,354,1802
CAIRNS,1998,1,1442,347,1789
CAIRNS,1998,2,1237,303,1540
CAIRNS,1998,3,1399,331,1730
CAIRNS,1998,4,1390,316,1706
CAIRNS,1998,5,1396,323,1719
CAIRNS,1998,6,1367,308,1675
CAIRNS,1998,7,1468,333,1801
CAIRNS,1998,8,1455,323,1778
CAIRNS,1998,9,1446,310,1756
CAIRNS,1998,10,1524,310,1834
CAIRNS,1998,11,1426,296,1722
CAIRNS,1998,12,1461,308,1769
CAIRNS,1999,1,1411,312,1723
CAIRNS,1999,2,1239,279,1518
CAIRNS,1999,3,1427,320,1747
CAIRNS,1999,4,1393,314,1707
CAIRNS,1999,5,1421,316,1737
CAIRNS,1999,6,1419,286,1705
CAIRNS,1999,7,1517,315,1832
CAIRNS,1999,8,1470,301,1771
CAIRNS,1999,9,1430,301,1731
CAIRNS,1999,10,1490,302,1792
CAIRNS,1999,11,1401,274,1675
CAIRNS,1999,12,1435,285,1720
CAIRNS,2000,1,1415,270,1685
CAIRNS,2000,2,1314,255,1569
CAIRNS,2000,3,1456,279,1735
CAIRNS,2000,4,1408,270,1678
CAIRNS,2000,5,1496,275,1771
CAIRNS,2000,6,1471,273,1744
CAIRNS,2000,7,1560,281,1841
CAIRNS,2000,8,1550,268,1818
CAIRNS,2000,9,1504,251,1755
CAIRNS,2000,10,1566,252,1818
CAIRNS,2000,11,1484,241,1725
CAIRNS,2000,12,1500,251,1751
CAIRNS,2001,1,1473,250,1723
CAIRNS,2001,2,1322,224,1546
CAIRNS,2001,3,1490,247,1737
CAIRNS,2001,4,1474,243,1717
CAIRNS,2001,5,1531,252,1783
CAIRNS,2001,6,1458,246,1704
CAIRNS,2001,7,1481,228,1709
CAIRNS,2001,8,1431,233,1664
CAIRNS,2001,9,1198,240,1438
CAIRNS,2001,10,1129,255,1384
CAIRNS,2001,11,1110,250,1360
CAIRNS,2001,12,1149,265,1414
CAIRNS,2002,1,1097,264,1361
CAIRNS,2002,2,1046,234,1280
CAIRNS,2002,3,1176,259,1435
CAIRNS,2002,4,1162,243,1405
CAIRNS,2002,5,1277,307,1584
CAIRNS,2002,6,1227,301,1528
CAIRNS,2002,7,1389,306,1695
CAIRNS,2002,8,1421,309,1730
CAIRNS,2002,9,1321,294,1615
CAIRNS,2002,10,1389,314,1703
CAIRNS,2002,11,1278,337,1615
CAIRNS,2002,12,1263,348,1611
CAIRNS,2003,1,1226,353,1579
CAIRNS,2003,2,1164,321,1485
CAIRNS,2003,3,1291,351,1642
CAIRNS,2003,4,1248,329,1577
CAIRNS,2003,5,1286,264,1550
CAIRNS,2003,6,1234,231,1465
CAIRNS,2003,7,1339,264,1603
CAIRNS,2003,8,1417,280,1697
CAIRNS,2003,9,1404,274,1678
CAIRNS,2003,10,1463,304,1767
CAIRNS,2003,11,1399,359,1758
CAIRNS,2003,12,1473,368,1841
CAIRNS,2004,1,1433,379,1812
CAIRNS,2004,2,1269,348,1617
CAIRNS,2004,3,1407,370,1777
CAIRNS,2004,4,1451,355,1806
CAIRNS,2004,5,1468,368,1836
CAIRNS,2004,6,1436,358,1794
CAIRNS,2004,7,1572,368,1940
CAIRNS,2004,8,1629,367,1996
CAIRNS,2004,9,1554,355,1909
CAIRNS,2004,10,1610,365,1975
CAIRNS,2004,11,1570,363,1933
CAIRNS,2004,12,1501,350,1851
CAIRNS,2005,1,1458,335,1793
CAIRNS,2005,2,1407,317,1724
CAIRNS,2005,3,1558,347,1905
CAIRNS,2005,4,1539,332,1871
CAIRNS,2005,5,1578,335,1913
CAIRNS,2005,6,1586,332,1918
CAIRNS,2005,7,1644,347,1991
CAIRNS,2005,8,1708,366,2074
CAIRNS,2005,9,1698,352,2050
CAIRNS,2005,10,1719,357,2076
CAIRNS,2005,11,1658,356,2014
CAIRNS,2005,12,1627,378,2005
CAIRNS,2006,1,1592,371,1963
CAIRNS,2006,2,1346,338,1684
CAIRNS,2006,3,1509,368,1877
CAIRNS,2006,4,1425,329,1754
CAIRNS,2006,5,1518,346,1864
CAIRNS,2006,6,1534,343,1877
CAIRNS,2006,7,1641,342,1983
CAIRNS,2006,8,1623,343,1966
CAIRNS,2006,9,1581,334,1915
CAIRNS,2006,10,1617,330,1947
CAIRNS,2006,11,1586,336,1922
CAIRNS,2006,12,1478,340,1818
CAIRNS,2007,1,1454,359,1813
CAIRNS,2007,2,1388,322,1710
CAIRNS,2007,3,1533,348,1881
CAIRNS,2007,4,1460,312,1772
CAIRNS,2007,5,1569,328,1897
CAIRNS,2007,6,1533,319,1852
CAIRNS,2007,7,1525,331,1856
CAIRNS,2007,8,1536,330,1866
CAIRNS,2007,9,1449,315,1764
CAIRNS,2007,10,1499,319,1818
CAIRNS,2007,11,1501,304,1805
CAIRNS,2007,12,1489,313,1802
CAIRNS,2008,1,1479,317,1796
CAIRNS,2008,2,1389,301,1690
CAIRNS,2008,3,1519,315,1834
CAIRNS,2008,4,1481,307,1788
CAIRNS,2008,5,1556,314,1870
CAIRNS,2008,6,1555,297,1852
CAIRNS,2008,7,1595,318,1913
CAIRNS,2008,8,1605,334,1939
CAIRNS,2008,9,1504,328,1832
CAIRNS,2008,10,1466,336,1802
CAIRNS,2008,11,1339,324,1663
CAIRNS,2008,12,1326,278,1604
CAIRNS,2009,1,1298,211,1509
CAIRNS,2009,2,1178,183,1361
CAIRNS,2009,3,1314,211,1525
CAIRNS,2009,4,1340,209,1549
CAIRNS,2009,5,1314,215,1529
CAIRNS,2009,6,1320,203,1523
CAIRNS,2009,7,1474,204,1678
CAIRNS,2009,8,1423,205,1628
CAIRNS,2009,9,1392,199,1591
CAIRNS,2009,10,1436,201,1637
CAIRNS,2009,11,1396,189,1585
CAIRNS,2009,12,1394,195,1589
CAIRNS,2010,1,1367,193,1560
CAIRNS,2010,2,1289,179,1468
CAIRNS,2010,3,1430,208,1638
CAIRNS,2010,4,1491,222,1713
CAIRNS,2010,5,1455,224,1679
CAIRNS,2010,6,1470,220,1690
CAIRNS,2010,7,1563,266,1829
CAIRNS,2010,8,1518,262,1780
CAIRNS,2010,9,1530,252,1782
CAIRNS,2010,10,1583,252,1835
CAIRNS,2010,11,1522,246,1768
CAIRNS,2010,12,1548,258,1806
CAIRNS,2011,1,1503,265,1768
CAIRNS,2011,2,1294,217,1511
CAIRNS,2011,3,1498,259,1757
CAIRNS,2011,4,1569,248,1817
CAIRNS,2011,5,1556,256,1812
CAIRNS,2011,6,1558,237,1795
CAIRNS,2011,7,1664,272,1936
CAIRNS,2011,8,1668,277,1945
CAIRNS,2011,9,1585,263,1848
CAIRNS,2011,10,1600,253,1853
CAIRNS,2011,11,1489,230,1719
CAIRNS,2011,12,1498,243,1741
CAIRNS,2012,1,1524,245,1769
CAIRNS,2012,2,1418,231,1649
CAIRNS,2012,3,1553,236,1789
CAIRNS,2012,4,1633,229,1862
CAIRNS,2012,5,1627,229,1856
CAIRNS,2012,6,1565,223,1788
CAIRNS,2012,7,1766,243,2009
CAIRNS,2012,8,1723,246,1969
CAIRNS,2012,9,1659,234,1893
CAIRNS,2012,10,1743,237,1980
CAIRNS,2012,11,1585,223,1808
CAIRNS,2012,12,1602,233,1835
CAIRNS,2013,1,1630,219,1849
CAIRNS,2013,2,1414,213,1627
CAIRNS,2013,3,1565,222,1787
CAIRNS,2013,4,1713,218,1931
CAIRNS,2013,5,1652,233,1885
CAIRNS,2013,6,1646,231,1877
CAIRNS,2013,7,1847,258,2105
CAIRNS,2013,8,1794,256,2050
CAIRNS,2013,9,1755,229,1984
CAIRNS,2013,10,1809,230,2039
CAIRNS,2013,11,1578,204,1782
CAIRNS,2013,12,1642,204,1846
CAIRNS,2014,1,1678,213,1891
CAIRNS,2014,2,1367,196,1563
CAIRNS,2014,3,1497,208,1705
CAIRNS,2014,4,1620,191,1811
CAIRNS,2014,5,1587,218,1805
CAIRNS,2014,6,1603,212,1815
CAIRNS,2014,7,1791,230,2021
CAIRNS,2014,8,1718,239,1957
CAIRNS,2014,9,1730,223,1953
CAIRNS,2014,10,1751,225,1976
CAIRNS,2014,11,1545,189,1734
CAIRNS,2014,12,1628,204,1832
CAIRNS,2015,1,1621,206,1827
CAIRNS,2015,2,1465,217,1682
CAIRNS,2015,3,1584,207,1791
CAIRNS,2015,4,1606,229,1835
CAIRNS,2015,5,1577,217,1794
CAIRNS,2015,6,1640,225,1865
CAIRNS,2015,7,1855,254,2109
CAIRNS,2015,8,1825,273,2098
CAIRNS,2015,9,1819,243,2062
CAIRNS,2015,10,1827,242,2069
CAIRNS,2015,11,1661,218,1879
CAIRNS,2015,12,1779,258,2037
CAIRNS,2016,1,1753,287,2040
CAIRNS,2016,2,1616,281,1897
CAIRNS,2016,3,1729,286,2015
CAIRNS,2016,4,1771,281,2052
CAIRNS,2016,5,1712,262,1974
CAIRNS,2016,6,1761,256,2017
CAIRNS,2016,7,1909,279,2188
CAIRNS,2016,8,1889,281,2170
CAIRNS,2016,9,1882,273,2155
CAIRNS,2016,10,1882,267,2149
CAIRNS,2016,11,1718,231,1949
CAIRNS,2016,12,1805,253,2058
CAIRNS,2017,1,1811,264,2075
CAIRNS,2017,2,1529,225,1754
CAIRNS,2017,3,1725,239,1964
CAIRNS,2017,4,1777,244,2021
CAIRNS,2017,5,1732,226,1958
CAIRNS,2017,6,1744,226,1970
CAIRNS,2017,7,1972,261,2233
CAIRNS,2017,8,1917,279,2196
CAIRNS,2017,9,1851,247,2098
CAIRNS,2017,10,1892,246,2138
CAIRNS,2017,11,1687,212,1899
CAIRNS,2017,12,1732,210,1942
CAIRNS,2018,1,1815,228,2043
CAIRNS,2018,2,1521,203,1724
CAIRNS,2018,3,1671,208,1879
CAIRNS,2018,4,1810,200,2010
CAIRNS,2018,5,1694,195,1889
CAIRNS,2018,6,1686,185,1871
CAIRNS,2018,7,1919,226,2145
CAIRNS,2018,8,1860,234,2094
CAIRNS,2018,9,1786,213,1999
CAIRNS,2018,10,1850,215,2065
CAIRNS,2018,11,1643,154,1797
CAIRNS,2018,12,1706,183,1889
CAIRNS,2019,1,1790,192,1982
CAIRNS,2019,2,1516,172,1688
CAIRNS,2019,3,1606,176,1782
CAIRNS,2019,4,1744,218,1962
CAIRNS,2019,5,1678,211,1889
CAIRNS,2019,6,1622,213,1835
CAIRNS,2019,7,1899,238,2137
CAIRNS,2019,8,1771,243,2014
CAIRNS,2019,9,1734,223,1957
CAIRNS,2019,10,1812,220,2032
CAIRNS,2019,11,1608,184,1792
CAIRNS,2019,12,1667,158,1825
CAIRNS,2020,1,1699,168,1867
CAIRNS,2020,2,1449,145,1594
CAIRNS,2020,3,1290,111,1401
CAIRNS,2020,4,230,12,242
CAIRNS,2020,5,277,17,294
CAIRNS,2020,6,357,18,375
CAIRNS,2020,7,688,17,705
CAIRNS,2020,8,735,18,753
CAIRNS,2020,9,935,17,952
CAIRNS,2020,10,975,20,995
CAIRNS,2020,11,901,22,923
CAIRNS,2020,12,1160,22,1182
CAIRNS,2021,1,1131,23,1154
CAIRNS,2021,2,925,24,949
CAIRNS,2021,3,1176,25,1201
CAIRNS,2021,4,1488,20,1508
CAIRNS,2021,5,1427,16,1443
CAIRNS,2021,6,1436,19,1455
CAIRNS,2021,7,1443,19,1462
CAIRNS,2021,8,1019,13,1032
CAIRNS,2021,9,1211,14,1225
CAIRNS,2021,10,1237,13,1250
CAIRNS,2021,11,1242,15,1257
CAIRNS,2021,12,1525,18,1543
CAIRNS,2022,1,1442,64,1506
CAIRNS,2022,2,1029,65,1094
CAIRNS,2022,3,1389,74,1463
CAIRNS,2022,4,1736,89,1825
CAIRNS,2022,5,1602,92,1694
CAIRNS,2022,6,1634,95,1729
CAIRNS,2022,7,1698,71,1769
CAIRNS,2022,8,1649,91,1740
CAIRNS,2022,9,1642,65,1707
CAIRNS,2022,10,1661,83,1744
CAIRNS,2022,11,1514,80,1594
CAIRNS,2022,12,1587,81,1668
CAIRNS,2023,1,1548,88,1636
CAIRNS,2023,2,1293,89,1382
CAIRNS,2023,3,1523,106,1629
CAIRNS,2023,4,1667,121,1788
CAIRNS,2023,5,1631,119,1750
CAIRNS,2023,6,1661,121,1782
CAIRNS,2023,7,1791,169,1960
CAIRNS,2023,8,1775,175,1950
CAIRNS,2023,9,1757,165,1922
CAIRNS,2023,10,1823,159,1982
CAIRNS,2023,11,1595,152,1747
CAIRNS,2023,12,1470,154,1624
CAIRNS,2024,1,1706,171,1877
CAIRNS,2024,2,1480,158,1638
CAIRNS,2024,3,1597,166,1763
CAIRNS,2024,4,1819,157,1976
CAIRNS,2024,5,1693,160,1853
CAIRNS,2024,6,1680,151,1831
CAIRNS,2024,7,1954,163,2117
CAIRNS,2024,8,1865,172,2037
CAIRNS,2024,9,1847,167,2014
CAIRNS,2024,10,1850,167,2017
CAIRNS,2024,11,1619,160,1779
CAIRNS,2024,12,1698,196,1894
CAIRNS,2025,1,1731,212,1943
CAIRNS,2025,2,1437,185,1622
CAIRNS,2025,3,1616,179,1795
CAIRNS,2025,4,1825,188,2013
CAIRNS,2025,5,1743,193,1936
CAIRNS,2025,6,1785,187,1972
CANBERRA,1985,1,684,0,684
CANBERRA,1985,2,739,0,739
CANBERRA,1985,3,794,0,794
CANBERRA,1985,4,762,0,762
CANBERRA,1985,5,836,0,836
