AIRPORT,Year,Month,Dom_Acm_Out,Int_Acm_Out,Acm_Out
MELBOURNE,1995,6,4745,611,5356
MELBOURNE,1995,7,4893,638,5531
MELBOURNE,1995,8,4825,639,5464
MELBOURNE,1995,9,4771,625,5396
MELBOURNE,1995,10,4991,645,5636
MELBOURNE,1995,11,4856,628,5484
MELBOURNE,1995,12,4842,654,5496
MELBOURNE,1996,1,4913,661,5574
MELBOURNE,1996,2,4728,627,5355
MELBOURNE,1996,3,5034,657,5691
MELBOURNE,1996,4,4759,644,5403
MELBOURNE,1996,5,4960,651,5611
MELBOURNE,1996,6,4770,638,5408
MELBOURNE,1996,7,5067,683,5750
MELBOURNE,1996,8,5067,687,5754
MELBOURNE,1996,9,5028,690,5718
MELBOURNE,1996,10,5150,715,5865
MELBOURNE,1996,11,4837,738,5575
MELBOURNE,1996,12,4903,767,5670
MELBOURNE,1997,1,4927,760,5687
MELBOURNE,1997,2,4584,689,5273
MELBOURNE,1997,3,5049,774,5823
MELBOURNE,1997,4,4976,713,5689
MELBOURNE,1997,5,4917,722,5639
MELBOURNE,1997,6,4813,707,5520
MELBOURNE,1997,7,5242,749,5991
MELBOURNE,1997,8,5093,726,5819
MELBOURNE,1997,9,5084,691,5775
MELBOURNE,1997,10,5257,728,5985
MELBOURNE,1997,11,4917,732,5649
MELBOURNE,1997,12,4913,762,5675
MELBOURNE,1998,1,4939,754,5693
MELBOURNE,1998,2,4614,683,5297
MELBOURNE,1998,3,5176,751,5927
MELBOURNE,1998,4,4940,727,5667
MELBOURNE,1998,5,5033,762,5795
MELBOURNE,1998,6,4933,730,5663
MELBOURNE,1998,7,5266,758,6024
MELBOURNE,1998,8,5145,753,5898
MELBOURNE,1998,9,5186,746,5932
MELBOURNE,1998,10,5308,777,6085
MELBOURNE,1998,11,5048,749,5797
MELBOURNE,1998,12,5101,762,5863
MELBOURNE,1999,1,4988,762,5750
MELBOURNE,1999,2,4707,699,5406
MELBOURNE,1999,3,5298,787,6085
MELBOURNE,1999,4,5123,781,5904
MELBOURNE,1999,5,5200,795,5995
MELBOURNE,1999,6,5070,780,5850
MELBOURNE,1999,7,5389,812,6201
MELBOURNE,1999,8,5361,806,6167
MELBOURNE,1999,9,5357,780,6137
MELBOURNE,1999,10,5463,818,6281
MELBOURNE,1999,11,5208,832,6040
MELBOURNE,1999,12,5339,878,6217
MELBOURNE,2000,1,5230,896,6126
MELBOURNE,2000,2,5093,852,5945
MELBOURNE,2000,3,5656,904,6560
MELBOURNE,2000,4,5434,884,6318
MELBOURNE,2000,5,5652,885,6537
MELBOURNE,2000,6,5774,856,6630
MELBOURNE,2000,7,6017,917,6934
MELBOURNE,2000,8,6151,910,7061
MELBOURNE,2000,9,6120,898,7018
MELBOURNE,2000,10,6369,920,7289
MELBOURNE,2000,11,6209,930,7139
MELBOURNE,2000,12,6283,1006,7289
MELBOURNE,2001,1,6369,1027,7396
MELBOURNE,2001,2,6076,923,6999
MELBOURNE,2001,3,6896,1018,7914
MELBOURNE,2001,4,6582,997,7579
MELBOURNE,2001,5,6565,981,7546
MELBOURNE,2001,6,6138,963,7101
MELBOURNE,2001,7,6469,992,7461
MELBOURNE,2001,8,6488,1000,7488
MELBOURNE,2001,9,4749,943,5692
MELBOURNE,2001,10,4769,982,5751
MELBOURNE,2001,11,5024,927,5951
MELBOURNE,2001,12,5295,1012,6307
MELBOURNE,2002,1,5168,1002,6170
MELBOURNE,2002,2,4800,891,5691
MELBOURNE,2002,3,4806,991,5797
MELBOURNE,2002,4,4788,843,5631
MELBOURNE,2002,5,5016,857,5873
MELBOURNE,2002,6,4889,820,5709
MELBOURNE,2002,7,5285,907,6192
MELBOURNE,2002,8,5227,899,6126
MELBOURNE,2002,9,5368,875,6243
MELBOURNE,2002,10,5620,897,6517
MELBOURNE,2002,11,5223,875,6098
MELBOURNE,2002,12,5331,925,6256
MELBOURNE,2003,1,5274,915,6189
MELBOURNE,2003,2,4812,825,5637
MELBOURNE,2003,3,5289,917,6206
MELBOURNE,2003,4,5099,854,5953
MELBOURNE,2003,5,5298,809,6107
MELBOURNE,2003,6,5060,768,5828
MELBOURNE,2003,7,5236,845,6081
MELBOURNE,2003,8,5167,883,6050
MELBOURNE,2003,9,5412,901,6313
MELBOURNE,2003,10,5534,940,6474
MELBOURNE,2003,11,5411,971,6382
MELBOURNE,2003,12,5622,1027,6649
MELBOURNE,2004,1,5714,1050,6764
MELBOURNE,2004,2,5445,969,6414
MELBOURNE,2004,3,5919,1050,6969
MELBOURNE,2004,4,5674,1058,6732
MELBOURNE,2004,5,5904,1083,6987
MELBOURNE,2004,6,5941,1054,6995
MELBOURNE,2004,7,6186,1148,7334
MELBOURNE,2004,8,6246,1178,7424
MELBOURNE,2004,9,6209,1166,7375
MELBOURNE,2004,10,6277,1206,7483
MELBOURNE,2004,11,6224,1159,7383
MELBOURNE,2004,12,6349,1225,7574
MELBOURNE,2005,1,6138,1218,7356
MELBOURNE,2005,2,5712,1087,6799
MELBOURNE,2005,3,6335,1164,7499
MELBOURNE,2005,4,6108,1104,7212
MELBOURNE,2005,5,6270,1125,7395
MELBOURNE,2005,6,6128,1084,7212
MELBOURNE,2005,7,6294,1140,7434
MELBOURNE,2005,8,6380,1108,7488
MELBOURNE,2005,9,6335,1083,7418
MELBOURNE,2005,10,6356,1107,7463
MELBOURNE,2005,11,6192,1061,7253
MELBOURNE,2005,12,6370,1105,7475
MELBOURNE,2006,1,6137,1101,7238
MELBOURNE,2006,2,5870,994,6864
MELBOURNE,2006,3,6561,1060,7621
MELBOURNE,2006,4,6081,953,7034
MELBOURNE,2006,5,6391,960,7351
MELBOURNE,2006,6,6170,940,7110
MELBOURNE,2006,7,6405,982,7387
MELBOURNE,2006,8,6423,983,7406
MELBOURNE,2006,9,6383,963,7346
MELBOURNE,2006,10,6597,969,7566
MELBOURNE,2006,11,6415,1003,7418
MELBOURNE,2006,12,6471,1056,7527
MELBOURNE,2007,1,6241,1056,7297
MELBOURNE,2007,2,5896,968,6864
MELBOURNE,2007,3,6575,1048,7623
MELBOURNE,2007,4,6173,967,7140
MELBOURNE,2007,5,6484,985,7469
MELBOURNE,2007,6,6204,958,7162
MELBOURNE,2007,7,6456,999,7455
MELBOURNE,2007,8,6566,997,7563
MELBOURNE,2007,9,6403,977,7380
MELBOURNE,2007,10,6683,1025,7708
MELBOURNE,2007,11,6592,1049,7641
MELBOURNE,2007,12,6807,1075,7882
MELBOURNE,2008,1,6862,1074,7936
MELBOURNE,2008,2,6677,999,7676
MELBOURNE,2008,3,7110,1063,8173
MELBOURNE,2008,4,6951,1046,7997
MELBOURNE,2008,5,7096,1081,8177
MELBOURNE,2008,6,6704,1043,7747
MELBOURNE,2008,7,6996,1094,8090
MELBOURNE,2008,8,6875,1068,7943
MELBOURNE,2008,9,6937,1046,7983
MELBOURNE,2008,10,7265,1096,8361
MELBOURNE,2008,11,6955,1096,8051
MELBOURNE,2008,12,6909,1215,8124
MELBOURNE,2009,1,6720,1220,7940
MELBOURNE,2009,2,6058,1072,7130
MELBOURNE,2009,3,6831,1196,8027
MELBOURNE,2009,4,6660,1160,7820
MELBOURNE,2009,5,6456,1147,7603
MELBOURNE,2009,6,6291,1178,7469
MELBOURNE,2009,7,6721,1255,7976
MELBOURNE,2009,8,6497,1248,7745
MELBOURNE,2009,9,6499,1201,7700
MELBOURNE,2009,10,6863,1247,8110
MELBOURNE,2009,11,6723,1238,7961
MELBOURNE,2009,12,6753,1343,8096
MELBOURNE,2010,1,6750,1364,8114
MELBOURNE,2010,2,6419,1236,7655
MELBOURNE,2010,3,7311,1336,8647
MELBOURNE,2010,4,7199,1233,8432
MELBOURNE,2010,5,7248,1275,8523
MELBOURNE,2010,6,7000,1275,8275
MELBOURNE,2010,7,7525,1359,8884
MELBOURNE,2010,8,7344,1350,8694
MELBOURNE,2010,9,7291,1330,8621
MELBOURNE,2010,10,7510,1371,8881
MELBOURNE,2010,11,7242,1331,8573
MELBOURNE,2010,12,7633,1480,9113
MELBOURNE,2011,1,7445,1511,8956
MELBOURNE,2011,2,6501,1321,7822
MELBOURNE,2011,3,7438,1408,8846
MELBOURNE,2011,4,7181,1378,8559
MELBOURNE,2011,5,7276,1383,8659
MELBOURNE,2011,6,6647,1273,7920
MELBOURNE,2011,7,7036,1435,8471
MELBOURNE,2011,8,7105,1410,8515
MELBOURNE,2011,9,7007,1368,8375
MELBOURNE,2011,10,7141,1412,8553
MELBOURNE,2011,11,7087,1424,8511
MELBOURNE,2011,12,7333,1547,8880
MELBOURNE,2012,1,7194,1579,8773
MELBOURNE,2012,2,6989,1382,8371
MELBOURNE,2012,3,7564,1471,9035
MELBOURNE,2012,4,7266,1447,8713
MELBOURNE,2012,5,7246,1408,8654
MELBOURNE,2012,6,6896,1400,8296
MELBOURNE,2012,7,7736,1501,9237
MELBOURNE,2012,8,7636,1498,9134
MELBOURNE,2012,9,7535,1456,8991
MELBOURNE,2012,10,7776,1511,9287
MELBOURNE,2012,11,7660,1458,9118
MELBOURNE,2012,12,7549,1580,9129
MELBOURNE,2013,1,7458,1593,9051
MELBOURNE,2013,2,6770,1347,8117
MELBOURNE,2013,3,7669,1528,9197
MELBOURNE,2013,4,7502,1495,8997
MELBOURNE,2013,5,7422,1493,8915
MELBOURNE,2013,6,7129,1467,8596
MELBOURNE,2013,7,7892,1616,9508
MELBOURNE,2013,8,7688,1604,9292
MELBOURNE,2013,9,7685,1575,9260
MELBOURNE,2013,10,7972,1655,9627
MELBOURNE,2013,11,7629,1580,9209
MELBOURNE,2013,12,7793,1769,9562
MELBOURNE,2014,1,7623,1787,9410
MELBOURNE,2014,2,6934,1503,8437
MELBOURNE,2014,3,7768,1659,9427
MELBOURNE,2014,4,7627,1649,9276
MELBOURNE,2014,5,7697,1629,9326
MELBOURNE,2014,6,7488,1634,9122
MELBOURNE,2014,7,7978,1775,9753
MELBOURNE,2014,8,7773,1719,9492
MELBOURNE,2014,9,7812,1673,9485
MELBOURNE,2014,10,8173,1705,9878
MELBOURNE,2014,11,7642,1640,9282
MELBOURNE,2014,12,7934,1859,9793
MELBOURNE,2015,1,7753,1894,9647
MELBOURNE,2015,2,7103,1603,8706
MELBOURNE,2015,3,8045,1749,9794
MELBOURNE,2015,4,7842,1724,9566
MELBOURNE,2015,5,7833,1648,9481
MELBOURNE,2015,6,7731,1659,9390
MELBOURNE,2015,7,8303,1810,10113
MELBOURNE,2015,8,8071,1762,9833
MELBOURNE,2015,9,8053,1729,9782
MELBOURNE,2015,10,8300,1813,10113
MELBOURNE,2015,11,7946,1749,9695
MELBOURNE,2015,12,8135,2010,10145
MELBOURNE,2016,1,7868,2049,9917
MELBOURNE,2016,2,7557,1784,9341
MELBOURNE,2016,3,8137,1876,10013
MELBOURNE,2016,4,7889,1792,9681
MELBOURNE,2016,5,7730,1768,9498
MELBOURNE,2016,6,7541,1754,9295
MELBOURNE,2016,7,8332,1908,10240
MELBOURNE,2016,8,8182,1825,10007
MELBOURNE,2016,9,8231,1779,10010
MELBOURNE,2016,10,8264,1864,10128
MELBOURNE,2016,11,7991,1820,9811
MELBOURNE,2016,12,8194,2105,10299
MELBOURNE,2017,1,7998,2130,10128
MELBOURNE,2017,2,7284,1790,9074
MELBOURNE,2017,3,8175,1884,10059
MELBOURNE,2017,4,7815,1883,9698
MELBOURNE,2017,5,7831,1784,9615
MELBOURNE,2017,6,7649,1826,9475
MELBOURNE,2017,7,8303,2042,10345
MELBOURNE,2017,8,8122,1914,10036
MELBOURNE,2017,9,8070,1932,10002
MELBOURNE,2017,10,8363,2017,10380
MELBOURNE,2017,11,8136,1977,10113
MELBOURNE,2017,12,8216,2260,10476
MELBOURNE,2018,1,8104,2306,10410
